ericlee,GB41OCUA57821081999519,VISA,2266061176287982,2025-08-24 01:58:21,Lenskart,Dining,80195.39,INR,RTGS,Matthewborough,Purchase,May,Reversed
zacharynguyen,GB45KTBV07812760929802,VISA,3507762674044091,2025-07-14 12:03:16,Pantaloons,Travel,82824.13,INR,Bank Transfer,Christinaborough,Refund,February,Reversed
rneal,GB88FSAQ08306000706747,rupay,6540549502693369,2025-01-12 04:50:04,Snapdeal,Clothing,76816.26,INR,Mobile Payment,West Johnport,Withdrawal,November,Reversed
ellisscott,GB39ZGCE18628993641360,chhupay,30498628643330,2025-06-22 12:56:43,Meesho,Dining,51316.91,INR,Bank Transfer,Wilsonbury,Refund,May,Pending
chelseaparker,GB72SADX38618768902431,VISA,2227992600277066,2025-08-12 08:28:53,Foodhall,Clothing,64800.75,INR,NEFT,Lisaside,Deposit,October,Reversed
rossjoshua,GB66MQZJ46641207332702,Maestro,372030659082595,2025-08-11 19:45:36,Reliance Digital,Travel,56829.33,INR,UPI,South Jacobchester,Deposit,May,Reversed
gonzalesfrancisco,GB80FOOZ01016682528918,rupay,4692166720050040,2025-09-09 07:36:40,Flipkart,Health,60747.52,INR,NEFT,Sanchezfurt,Deposit,May,Pending
arthur90,GB97SBHN35462704282251,VISA,342665926137222,2025-07-19 23:44:44,Tata CLiQ,Clothing,89634.34,INR,UPI,Christopherhaven,Withdrawal,March,Approved
katieward,GB26CVOX57699923743249,chhupay,377929549448228,2025-07-17 08:56:15,CaratLane,Clothing,59795.46,INR,UPI,Port Jessica,Withdrawal,October,Reversed
abaker,GB90XLMV96382303770259,VISA,6529921667933622,2025-12-11 08:30:50,Shoppers Stop,Clothing,60153.61,INR,Debit Card,Lake Lori,Deposit,May,Declined
martin18,GB35JPGO17711057403852,amex,348798145069548,2025-10-15 02:27:30,HyperCity,Grocery,79589.37,INR,Mobile Payment,New Rebecca,Withdrawal,August,Pending
yvelez,GB03NHIR43798902857351,Diners Club,3598318492504939,2025-04-13 13:01:31,Big Bazaar,Clothing,92858.37,INR,Bank Transfer,Lake Kimberly,Deposit,March,Approved
fordanthony,GB26DBPP78362243151152,amex,36841666087197,2025-10-18 07:18:03,Shoppers Stop,Grocery,62390.13,INR,Credit Card,New Jasonville,Refund,May,Pending
pjuarez,GB08UQCQ07073367711029,Diners Club,3539470267034824,2025-03-10 12:54:29,FirstCry,Electronics,95176.84,INR,RTGS,Port Christianton,Purchase,December,Declined
wking,GB08KNRW24195367848564,American Express,4357088787797683,2025-02-27 05:41:55,Foodhall,Dining,89935.07,INR,Debit Card,North Cody,Deposit,September,Reversed
pruittamanda,GB84OCGC97492825829234,American Express,6011156296721685,2025-03-05 02:23:02,HyperCity,Travel,85555.53,INR,NEFT,South Richardton,Refund,December,Declined
daniel45,GB62AHCM48152224618535,VISA,4746445742342031,2025-08-27 20:27:35,Tata CLiQ,Clothing,91409.92,INR,Credit Card,Rodriguezstad,Withdrawal,February,Approved
meganjones,GB67JMWY25240519960389,VISA,6551069088194159,2025-07-15 01:23:58,Spar Hypermarket,Dining,96140.69,INR,UPI,Aaronshire,Deposit,March,Reversed
marissa73,GB93LKUC06220619089113,saphiro,213184878102610,2025-02-15 00:52:41,Godrej Consumer Products,Dining,64080.90,INR,Mobile Payment,Ritterburgh,Deposit,March,Approved
williamsjustin,GB79BFOD99433285656696,Diners Club,3511314019077834,2025-11-19 00:15:49,HyperCity,Health,82475.05,INR,UPI,West Shannonfort,Deposit,August,Declined
matthewfuller,GB21JLJC17073817424221,Mastercard,4811992978478039,2025-11-21 23:29:38,Foodhall,Electronics,63375.56,INR,Credit Card,Lake Susanview,Refund,May,Pending
justinsmith,GB35XGQS75026703119403,chhupay,4720819576217423481,2025-03-18 06:05:38,Flipkart,Electronics,76724.50,INR,NEFT,Lake Catherineborough,Deposit,August,Pending
anthony27,GB96RLDQ92913502221960,Discover,4813365390831309,2025-06-18 13:49:02,Aditya Birla Retai,Travel,77900.34,INR,Credit Card,Williamsland,Withdrawal,December,Declined
davidramirez,GB73FDHU63872103989548,Maestro,2259908593876855,2025-01-05 01:36:20,V-Mart Retail Ltd,Clothing,68727.78,INR,Bank Transfer,Cameronville,Purchase,February,Reversed
mcobb,GB80JALC33481676059002,Maestro,180070281833777,2025-04-05 07:39:25,BigBasket,Electronics,54382.26,INR,UPI,Lake Raymondstad,Deposit,January,Declined
fwilson,GB26OLHG90304590303455,Maestro,4653485956951755,2025-03-14 00:40:52,JioMart,Dining,57614.06,INR,Debit Card,East Christopher,Refund,September,Declined
vanessapayne,GB96HGOJ38042242178641,VISA,4798841735881141,2025-01-01 15:41:34,V-Mart Retail Ltd,Electronics,53969.22,INR,Credit Card,New Travisborough,Purchase,March,Reversed
kylegarcia,GB32KHCA51746907594550,Maestro,4571357028917511,2025-12-08 13:13:12,Westside,Clothing,78230.06,INR,Debit Card,Curtisberg,Refund,October,Reversed
staffordkenneth,GB27MNRN61901280455575,Mastercard,344414180431809,2025-09-15 01:21:40,Reliance Retail,Electronics,74336.60,INR,NEFT,Juliachester,Refund,April,Pending
jeffrey32,GB48LAWP68251189639007,saphiro,4663428725827681161,2025-06-29 20:10:11,Decathlon India,Travel,63140.34,INR,Bank Transfer,Johnsonborough,Refund,April,Reversed
christopher31,GB80JRLS94044966460453,amex,3560479830937779,2025-05-14 09:39:30,V-Mart Retail Ltd,Dining,96470.03,INR,Debit Card,Goldenview,Deposit,July,Declined
pjuarez,GB09LPTI04314221670553,Maestro,4393816776398733,2025-07-06 10:45:43,Reliance Fresh,Travel,91048.60,INR,Debit Card,Kelleyshire,Purchase,July,Approved
tomsolis,GB05XEYB08302383189092,VISA,4918884639108625463,2025-03-20 08:26:35,Big Bazaar,Travel,69074.59,INR,Credit Card,New Jessicafort,Withdrawal,September,Declined
kevingreene,GB95EVVB72665318365320,American Express,4467702739242401,2025-07-06 21:52:57,Westside,Clothing,55541.34,INR,Debit Card,Port Tyler,Withdrawal,December,Pending
qstone,GB54HVZV96793403715002,Mastercard,3579366970575338,2025-11-08 09:04:51,Titan Company,Electronics,90876.51,INR,Mobile Payment,East Karen,Purchase,March,Declined
mlong,GB56KGBM00837875654966,VISA,6011258265707099,2025-02-27 17:20:13,BlueStone,Grocery,59635.07,INR,Credit Card,West Micheal,Purchase,January,Reversed
heatherlopez,GB47NBKR06795580188615,VISA,371815353494687,2025-11-11 18:56:29,FirstCry,Travel,73894.03,INR,RTGS,Alexbury,Purchase,February,Reversed
ushelton,GB55ONDA13548316690587,chhupay,4062203583360778,2025-09-14 19:09:21,BabyChakra,Health,68493.26,INR,Bank Transfer,Stonemouth,Deposit,July,Pending
james71,GB57SJOV45158408310481,VISA,2335267149582485,2025-11-28 21:34:28,Spar Hypermarket,Travel,82355.04,INR,UPI,Port Scottburgh,Withdrawal,May,Reversed
kyoung,GB32SMOG37981535121465,saphiro,4264851806115938571,2025-09-18 11:50:58,Flipkart,Health,69736.65,INR,NEFT,Paynechester,Refund,September,Reversed
marshallmaria,GB97WJBC03475782999927,Mastercard,340471366121400,2025-03-04 11:07:39,Shoppers Stop,Grocery,56347.78,INR,UPI,South Dakotahaven,Refund,December,Approved
travis49,GB71CSWM72537895140699,Maestro,6011595296487633,2025-02-27 20:27:01,Snapdeal,Dining,92565.80,INR,Credit Card,Valerieburgh,Refund,June,Approved
matthewbailey,GB89RXWG44323753345663,Diners Club,4010731127556991,2025-10-30 02:12:11,Pantaloons,Dining,51537.75,INR,RTGS,Nathanberg,Withdrawal,August,Approved
samuel76,GB65RHRL29234963165347,Diners Club,30119473156075,2025-06-23 16:41:14,Lenskart,Travel,94467.46,INR,Credit Card,South Stephanie,Withdrawal,June,Reversed
brett28,GB49DCNE32519023221285,saphiro,4220906786519229222,2025-12-22 02:59:35,Spencer’s Retail,Clothing,60730.83,INR,Mobile Payment,Palmerfurt,Refund,May,Pending
colekelly,GB83EGOZ35769915612553,VISA,3552242024999439,2025-11-27 09:54:14,Reliance Fresh,Health,64330.68,INR,UPI,Port Amandaville,Deposit,April,Declined
jeffreycombs,GB68XGAA69496682057627,rupay,4415331850994947533,2025-06-09 21:13:17,Westside,Clothing,96141.98,INR,Mobile Payment,Turnermouth,Purchase,July,Declined
andreablake,GB22UPYF57983433347585,rupay,213114270176094,2025-08-31 22:08:28,Urban Ladder,Dining,51700.75,INR,Bank Transfer,East Anthonyhaven,Refund,June,Approved
pgraves,GB33SIXS38410099263295,VISA,3524335210962875,2025-11-21 22:14:38,Meesho,Electronics,52836.86,INR,NEFT,South Richardchester,Purchase,January,Declined
christinepeters,GB04LVGZ71591059820700,American Express,6011345004220524,2025-09-22 17:00:12,ShopClues,Grocery,95597.52,INR,Mobile Payment,Kelleyport,Deposit,May,Declined
bakercarrie,GB90SOXO19083891624917,American Express,213140307715240,2025-10-28 17:40:11,Flipkart,Health,93037.19,INR,Mobile Payment,Port Robertfort,Refund,December,Pending
brownmelinda,GB58UWMG82683140219142,VISA,3556753522638804,2025-06-06 19:38:55,Decathlon India,Health,96155.11,INR,NEFT,West David,Refund,June,Pending
ellisscott,GB45OSXF52083233120978,VISA,4375851458903,2025-01-27 16:05:26,Tata CLiQ,Travel,69329.79,INR,Mobile Payment,North Allisonberg,Purchase,August,Pending
tiffany77,GB59SRBO42071650177989,saphiro,3597861855644363,2025-03-09 02:13:01,Infiniti Retail Ltd,Grocery,85660.26,INR,UPI,Strongland,Withdrawal,September,Declined
santanatammy,GB98HUQM85405795907351,rupay,213161462322762,2025-02-11 07:18:25,BlueStone,Dining,74905.48,INR,NEFT,West Tony,Purchase,August,Pending
cynthiamcintosh,GB64ZNBP67931017292817,rupay,6553252208415831,2025-10-25 08:07:00,Pantaloons,Electronics,84564.73,INR,Debit Card,West Amanda,Deposit,February,Declined
obrown,GB31CSUK34605390232278,Diners Club,213168695223816,2025-01-07 15:35:35,Snapdeal,Grocery,77798.28,INR,Mobile Payment,Lake Lauren,Purchase,September,Declined
cbrown,GB32JRLJ73316437240511,chhupay,4901333637416,2025-02-01 13:47:33,Godrej Consumer Products,Dining,80877.10,INR,UPI,North Carlamouth,Purchase,February,Reversed
matthewgriffith,GB95YZUW15486767527076,rupay,4532673541039296,2025-09-22 15:07:02,Amazon India,Health,73988.37,INR,RTGS,Marytown,Refund,July,Pending
luke28,GB24DOWW30346849961666,saphiro,180028694206627,2025-01-09 23:18:03,Zivame,Grocery,52393.40,INR,Mobile Payment,Brittanyburgh,Purchase,May,Reversed
ronald47,GB40JPZM50994833512668,Diners Club,374950889692103,2025-08-24 14:41:55,Fabindia,Health,51071.11,INR,RTGS,Mannington,Purchase,September,Declined
odomgary,GB31IMPY62278976388798,VISA,3587215104712376,2025-03-30 22:26:04,Pepperfry,Dining,79406.88,INR,Debit Card,North Kathleenbury,Deposit,September,Approved
sandersjohn,GB52EOSP94637781683021,Mastercard,4943085850908065,2025-02-23 23:11:01,Brand Factory,Grocery,95848.53,INR,Debit Card,West Jonathanbury,Refund,November,Reversed
vcrawford,GB86CBSC01833672123215,amex,38924461572460,2025-12-02 10:29:36,Pantaloons,Electronics,79825.32,INR,Bank Transfer,Port Bobbyside,Withdrawal,December,Pending
gday,GB57FVJD29475433772005,rupay,4850427523841298193,2025-08-07 11:15:55,Myntra,Dining,82307.21,INR,UPI,Longmouth,Deposit,August,Approved
joseph95,GB40GCFU47095832394477,rupay,6539753584992342,2025-05-28 04:14:50,Lenskart,Electronics,84726.00,INR,Bank Transfer,Lake John,Purchase,August,Approved
alexander28,GB22QQDF78997595421857,rupay,4346427178659769,2025-10-18 09:45:05,Brand Factory,Health,70318.62,INR,NEFT,Saraport,Withdrawal,March,Reversed
hannahfletcher,GB88AVVG43091027464815,Diners Club,213195449950428,2025-07-03 10:35:53,Marks & Spencer India,Grocery,93455.28,INR,NEFT,South Joseph,Refund,September,Declined
gregorylopez,GB04TLXB37490969195247,Discover,344678901709558,2025-12-24 10:59:30,Shoppers Stop,Grocery,91162.86,INR,UPI,Lake Lisaside,Refund,May,Approved
snydercharles,GB23WWNO07065948893035,rupay,6504779185551659,2025-10-31 15:16:33,Bewakoof,Electronics,54871.14,INR,Credit Card,Mcdonaldside,Purchase,July,Approved
miguel71,GB41RSXF09928074458511,VISA,6011311422137260,2025-02-10 11:59:31,BigBasket,Clothing,53050.59,INR,UPI,Timothymouth,Deposit,January,Approved
ashley84,GB81VEFX43401755962981,amex,3507443941713079,2025-07-04 10:37:55,CaratLane,Grocery,77501.65,INR,Bank Transfer,West Travisview,Refund,August,Pending
osbornealexander,GB65IDJR13439902343696,amex,3577893708619866,2025-08-06 14:41:30,Bewakoof,Grocery,57001.11,INR,Bank Transfer,Tanyachester,Deposit,January,Declined
william81,GB09ZYOV74527841254906,amex,180035337756702,2025-11-28 16:22:45,Brand Factory,Dining,83246.05,INR,Debit Card,North Michelle,Withdrawal,October,Approved
owright,GB38EPQP15482656233116,VISA,3504758090300094,2025-05-12 06:01:30,Reliance Fresh,Travel,92114.37,INR,Credit Card,Vargasborough,Refund,April,Approved
mdavis,GB17BFTL40450213654798,VISA,4256986247329884,2025-09-19 15:27:29,CaratLane,Grocery,56631.60,INR,RTGS,Millermouth,Refund,March,Reversed
cgarcia,GB81QGNZ87780436615817,amex,180099803021736,2025-06-18 02:07:48,Snapdeal,Clothing,99510.04,INR,RTGS,Michealside,Withdrawal,November,Approved
robersonphilip,GB59XGGH36406218443369,VISA,3597861855644363,2025-03-22 07:53:21,Trends,Grocery,88023.95,INR,UPI,New Alyssafurt,Withdrawal,March,Declined
justinmorse,GB57HHRD00762597953388,American Express,3574115771130206,2025-10-30 16:48:38,Titan Company,Travel,82642.35,INR,NEFT,Samuelview,Refund,February,Reversed
jennifermunoz,GB89RNOE43705319933464,VISA,4156567559147394,2025-11-13 14:45:19,Flipkart,Electronics,63929.25,INR,RTGS,Lopezmouth,Refund,August,Approved
sandovalmary,GB87SZVA57114908326274,saphiro,3587215104712376,2025-10-06 12:21:36,Urban Ladder,Clothing,85505.31,INR,Mobile Payment,Laurenshire,Refund,October,Approved
milessteven,GB97KKHP16212508303654,VISA,346294068940297,2025-06-02 17:26:27,Spar Hypermarket,Travel,75855.93,INR,RTGS,Ariasbury,Refund,November,Pending
travis49,GB58YVYG00485373144069,amex,4088511149115,2025-10-26 06:15:22,Pantaloons,Clothing,98894.51,INR,NEFT,Maldonadoberg,Purchase,September,Approved
michaelvelazquez,GB75MXVB09596353232990,saphiro,375926053508977,2025-02-27 03:37:42,Avenue Supermarts,Travel,91481.31,INR,NEFT,Kevinhaven,Deposit,May,Approved
jvega,GB08YKHR57654846118262,Discover,3544728003629741,2025-11-09 16:42:06,Westside,Travel,83887.52,INR,UPI,Richardshire,Withdrawal,January,Approved
phernandez,GB11DKLB93986418064392,rupay,5578041160794538,2025-03-27 12:12:25,Trends,Travel,60456.86,INR,Mobile Payment,East Jeremybury,Refund,October,Declined
matthewwatts,GB80WUAK96559924492561,American Express,4245472512398,2025-01-30 16:22:38,Urban Ladder,Travel,87081.75,INR,Debit Card,Rodriguezland,Withdrawal,September,Approved
llawrence,GB52FGSF96990485962738,amex,344678901709558,2025-09-01 20:00:44,Spencer’s Retail,Travel,83125.75,INR,Bank Transfer,Jessicaburgh,Purchase,June,Approved
angela28,GB63JLOU39262551735749,Discover,4423423195585,2025-04-01 20:01:46,IKEA India,Dining,88263.13,INR,Bank Transfer,West Danielborough,Deposit,November,Pending
dromero,GB35FURJ54863575586366,Maestro,372030659082595,2025-03-19 11:03:41,BlueStone,Travel,67199.77,INR,UPI,North Deborahstad,Deposit,July,Reversed
dawn63,GB98ILSB65826173194509,Discover,4517249313565773,2025-03-09 03:26:58,V-Mart Retail Ltd,Health,69722.61,INR,Credit Card,East Seanshire,Withdrawal,January,Declined
toddmills,GB19YBOP24997155792893,chhupay,4251956112889374,2025-02-26 20:38:30,Marks & Spencer India,Travel,82821.05,INR,NEFT,South Randall,Deposit,March,Approved
williamsjoan,GB65XQVL31886487506166,Maestro,2611940860814551,2025-06-18 01:03:21,BlueStone,Grocery,80967.43,INR,Debit Card,North Zacharyfort,Deposit,June,Declined
david94,GB22XCXV54269759608480,VISA,3511922716360202,2025-11-10 00:52:28,Godrej Consumer Products,Travel,93096.60,INR,Bank Transfer,Port Noahmouth,Refund,August,Pending
jason45,GB75OSGD10550691276359,VISA,4220906786519229222,2025-11-13 06:44:01,Snapdeal,Grocery,78287.08,INR,RTGS,Albertchester,Deposit,October,Approved
danielsandra,GB55PZRA11158699102225,amex,4347916700221388167,2025-12-06 08:29:49,Spar Hypermarket,Electronics,60810.26,INR,UPI,Susanview,Purchase,December,Approved
nathanmichael,GB87QLTP88758099426369,saphiro,3579819593115452,2025-02-10 16:33:43,Reliance Retail,Health,89990.30,INR,RTGS,Snyderview,Withdrawal,March,Declined
ymay,GB39MZBB14455427240447,amex,3510495554142173,2025-06-03 09:33:22,Aditya Birla Retai,Clothing,67537.05,INR,Credit Card,Shawnshire,Purchase,October,Pending
williamsjustin,GB45BBJG81471151971247,Maestro,180001908518368,2025-07-15 22:43:59,Lenskart,Health,90426.00,INR,Debit Card,Reevesstad,Withdrawal,July,Reversed
lcook,GB62NAEZ82212246437783,amex,6590806936639114,2025-06-24 05:33:25,Decathlon India,Grocery,68077.69,INR,RTGS,West Davidshire,Purchase,September,Approved
heidipalmer,GB76ULUH95684514210988,VISA,4704185619118714,2025-04-19 21:09:19,Marks & Spencer India,Health,53656.76,INR,Credit Card,South Michael,Purchase,November,Approved
kathryn06,GB62EAID44268371519981,VISA,30251795067951,2025-06-02 00:17:58,CaratLane,Clothing,50928.99,INR,RTGS,East Jorge,Deposit,May,Declined
jball,GB26YODX11728310240117,Mastercard,4880682880597879,2025-04-17 12:51:44,Central,Electronics,69219.82,INR,RTGS,Martinshire,Deposit,May,Approved
jvega,GB17XNHP65025989182861,rupay,180038849189875,2025-04-26 05:25:56,Brand Factory,Dining,52885.31,INR,UPI,Port Loriport,Deposit,May,Declined
kevingreene,GB89HSAH05049814580286,rupay,4499177595396306,2025-02-25 21:18:18,IKEA India,Health,84857.70,INR,NEFT,West Kurt,Refund,January,Declined
nlee,GB89SPLW01790368547473,chhupay,180039101430411,2025-01-02 05:05:52,Lenskart,Grocery,85371.36,INR,UPI,Leahberg,Refund,June,Approved
melissa40,GB23BHML91959492976563,rupay,347557955652319,2025-11-30 21:12:31,Future Group,Health,62835.53,INR,RTGS,Andrewborough,Refund,July,Pending
fbennett,GB21HBLD36102627542540,VISA,4068869799617781,2025-11-21 11:12:07,Avenue Supermarts,Dining,98377.50,INR,NEFT,Jasonfurt,Refund,September,Approved
cindy00,GB84OPYC40083250433800,Discover,30466873443516,2025-09-15 02:09:48,Central,Grocery,61503.80,INR,NEFT,Thomasbury,Withdrawal,November,Approved
collinsalison,GB40HITC04193663784173,Diners Club,5289936359168115,2025-06-09 15:59:14,Urban Ladder,Dining,71791.19,INR,Debit Card,Geraldstad,Refund,October,Declined
meganjones,GB45NEIZ40812013029425,Diners Club,2282993725488713,2025-12-04 19:59:55,Nykaa,Electronics,55965.96,INR,UPI,West Billyberg,Refund,October,Reversed
smithkristen,GB26LLCC84985686807012,Diners Club,341173486601100,2025-07-05 18:50:26,Trends,Health,70320.70,INR,Credit Card,New Tyler,Purchase,March,Reversed
martinezkathleen,GB88VPHI04312994539605,Diners Club,4933252097105778822,2025-04-12 05:43:27,Westside,Dining,82338.91,INR,Debit Card,Kington,Refund,April,Approved
hernandezchelsea,GB29HZZV20873035383896,rupay,6011258265707099,2025-10-03 02:26:00,Big Bazaar,Grocery,64717.05,INR,UPI,Port Robertberg,Withdrawal,June,Pending
wardrobin,GB44HSFR17841189879421,VISA,344678901709558,2025-12-12 15:35:54,Decathlon India,Dining,64721.00,INR,Bank Transfer,Harpermouth,Deposit,February,Declined
juliecarter,GB18CTMG34554498583380,VISA,213104590444850,2025-08-11 12:36:03,BigBasket,Dining,77806.03,INR,RTGS,North Stephen,Deposit,April,Reversed
watsontheresa,GB49BYUH23953948218011,VISA,213190630245498,2025-11-24 05:08:46,Tata CLiQ,Health,59329.02,INR,Bank Transfer,Port Scott,Deposit,March,Declined
nlivingston,GB65DGXR74586046951242,amex,4889885582601078,2025-05-29 02:39:50,Reliance Digital,Dining,99668.85,INR,UPI,South Alan,Refund,May,Approved
anthony27,GB36YGDT01567109450142,Diners Club,583988703059,2025-06-29 03:59:47,Brand Factory,Grocery,85750.03,INR,UPI,Moorefurt,Purchase,September,Reversed
cmartin,GB92GSLQ74059695001613,amex,4165001448049,2025-02-02 14:29:57,Nykaa,Health,54027.79,INR,Mobile Payment,Stevenborough,Purchase,August,Reversed
jaredbecker,GB20CHOO72409496095352,Mastercard,3565152037516853,2025-06-28 16:18:12,IKEA India,Grocery,82405.83,INR,Mobile Payment,Johnsonville,Purchase,December,Declined
deannahill,GB71DDKW15622641833522,Maestro,4273029256723,2025-04-16 01:25:42,Infiniti Retail Ltd,Electronics,73000.28,INR,Credit Card,Younghaven,Deposit,February,Reversed
ginagreen,GB49CUWH40483668646126,chhupay,4152311953547584,2025-11-26 13:32:41,Aditya Birla Retai,Dining,75384.94,INR,Credit Card,West Brenda,Purchase,August,Approved
david46,GB63IITI45088669206024,chhupay,4989615510022973718,2025-06-26 22:42:44,Shoppers Stop,Electronics,84536.97,INR,Bank Transfer,Christophertown,Refund,June,Pending
dbradford,GB10VQPB11078585357393,Mastercard,3524335210962875,2025-04-23 07:41:27,Titan Company,Travel,81788.81,INR,Debit Card,Maxwellchester,Refund,October,Declined
oliverlaura,GB25GANL84694530079562,amex,3593505992102645,2025-03-09 17:47:48,Reliance Fresh,Clothing,55981.59,INR,UPI,South Bryanchester,Refund,December,Declined
ebrown,GB22PSJS03560181584143,American Express,4971060452560,2025-03-09 18:57:20,Pantaloons,Grocery,93255.12,INR,Credit Card,North Matthew,Refund,July,Pending
qsharp,GB54GSAI91215004097095,Mastercard,376385434316197,2025-10-15 22:29:41,Tata CLiQ,Travel,62991.11,INR,Credit Card,Port Migueltown,Withdrawal,June,Approved
david50,GB55WORD59846622999254,VISA,4850787992142,2025-05-26 10:37:24,Brand Factory,Dining,83262.40,INR,NEFT,West John,Deposit,June,Pending
martinbrian,GB82PMZO90087061397290,Maestro,4283987137302,2025-04-14 07:46:07,FirstCry,Grocery,96538.84,INR,Mobile Payment,East Matthewberg,Deposit,December,Reversed
vanessapayne,GB76MIIG01961611174550,Maestro,4520081992742687208,2025-07-15 04:51:17,Lenskart,Dining,72369.48,INR,Debit Card,North Makayla,Deposit,December,Reversed
rodgerssandra,GB77XMHL99243061884592,VISA,180096878980622,2025-06-23 09:58:33,BigBasket,Health,52273.29,INR,Bank Transfer,Christophermouth,Purchase,April,Declined
gabriellamason,GB51UFUR87294876627384,chhupay,4587100375877868,2025-04-14 21:48:36,Central,Health,55937.15,INR,RTGS,Lake Kendra,Deposit,October,Pending
martintamara,GB09SGBX46251523360703,saphiro,36805466659182,2025-03-24 00:38:36,Tata CLiQ,Travel,86823.42,INR,UPI,Charlesmouth,Refund,November,Reversed
fowen,GB42ANXH59320472468372,Maestro,3563791695117827,2025-12-06 12:57:58,Urban Ladder,Grocery,73874.90,INR,Debit Card,Port Brandimouth,Purchase,January,Pending
erica15,GB89HBAU06177082888248,chhupay,675989668396,2025-10-23 10:46:20,Avenue Supermarts,Clothing,69986.40,INR,Credit Card,Christopherhaven,Refund,May,Declined
cbrown,GB45HJJL42360183147088,saphiro,3560575636732205,2025-03-21 17:50:33,Decathlon India,Travel,52497.36,INR,Bank Transfer,Cherylberg,Refund,June,Approved
cgarcia,GB53HBYM35497835150951,saphiro,3579819593115452,2025-05-17 09:40:33,Aditya Birla Retai,Grocery,73824.09,INR,Bank Transfer,West Gracefurt,Deposit,May,Approved
wilsonsteven,GB90DSHH92701170164857,chhupay,30134194233004,2025-06-18 18:11:10,Spencer’s Retail,Electronics,70840.73,INR,Bank Transfer,Port Chase,Withdrawal,December,Reversed
tanya26,GB32NARG51419151478960,Discover,3579819593115452,2025-03-24 08:54:21,CaratLane,Travel,81897.95,INR,Credit Card,Peterschester,Deposit,January,Approved
mrose,GB69VTII34642098067553,saphiro,30288291161144,2025-07-24 09:53:11,HyperCity,Grocery,85413.98,INR,Bank Transfer,New Jeffrey,Refund,July,Pending
davidramirez,GB96FACC55733295172606,VISA,4178955258512584,2025-08-08 09:06:27,Brand Factory,Travel,95123.13,INR,NEFT,Blackwellchester,Withdrawal,November,Pending
nholland,GB72EKNN70769923394623,chhupay,4237884367563115,2025-04-04 01:28:15,Marks & Spencer India,Grocery,95312.46,INR,UPI,South Emmahaven,Deposit,September,Declined
audrey77,GB34TGWN22863841402412,Maestro,180097980440976,2025-05-13 23:06:47,Pantaloons,Grocery,50373.53,INR,Credit Card,Port Michellestad,Withdrawal,February,Declined
jjensen,GB37CQVJ63681443629909,VISA,36571606671376,2025-05-03 16:19:44,Spar Hypermarket,Health,65762.22,INR,RTGS,Reyesstad,Withdrawal,April,Reversed
alitimothy,GB25GTTQ03338450257247,American Express,4366933881873,2025-02-16 07:08:36,Pantaloons,Grocery,81266.41,INR,UPI,North Richard,Purchase,December,Pending
cassandra79,GB07EXAX34808046591240,rupay,2227992600277066,2025-08-11 23:00:12,DMart,Grocery,66602.17,INR,Bank Transfer,Kelleyfort,Withdrawal,March,Pending
erin50,GB82ZIZR90193247678258,VISA,4650225316939956,2025-01-19 03:15:36,V-Mart Retail Ltd,Grocery,50884.20,INR,Mobile Payment,Tinachester,Refund,January,Declined
christine72,GB30MVYO91603575625127,saphiro,2611940860814551,2025-12-03 21:09:52,Reliance Fresh,Travel,69415.35,INR,RTGS,Lake Thomaston,Purchase,August,Approved
randyhudson,GB41KJCQ76428740510336,VISA,585755515764,2025-06-13 05:12:20,ShopClues,Clothing,79259.22,INR,Debit Card,Sarahaven,Withdrawal,April,Approved
yolandabailey,GB53ZVKY38100777810866,Diners Club,346658994713004,2025-02-16 04:56:39,FirstCry,Health,50466.00,INR,UPI,North Kelly,Refund,February,Pending
jacobspamela,GB48ONCV11705749849855,VISA,3564707389842230,2025-08-26 16:10:48,Brand Factory,Grocery,60646.13,INR,Bank Transfer,South Brittany,Deposit,January,Approved
ernestshepherd,GB91SRUN18297713273542,Discover,676182042066,2025-12-26 12:42:08,Lenskart,Grocery,62107.94,INR,Bank Transfer,Raymondstad,Withdrawal,August,Pending
jenniferdavis,GB83LIFB39735832147314,amex,4549925463400731059,2025-10-12 10:17:33,FirstCry,Grocery,80854.01,INR,Debit Card,Tamaramouth,Purchase,January,Reversed
jessica17,GB85TBLR33495403155179,rupay,3562591287390746,2025-08-13 18:06:33,Brand Factory,Dining,87488.21,INR,Debit Card,Whiteshire,Purchase,April,Declined
mrose,GB79GHVR52440301401256,American Express,30131252519811,2025-04-21 16:34:57,Central,Travel,62606.88,INR,RTGS,Danielland,Purchase,November,Approved
ryanhinton,GB76OXKN04201427730815,saphiro,5455998379619863,2025-07-18 09:49:39,Bewakoof,Electronics,88718.53,INR,Debit Card,Hannahmouth,Withdrawal,October,Pending
romerojamie,GB05DOOV22446238687673,amex,3598318492504939,2025-10-29 17:04:06,JioMart,Health,54510.79,INR,Bank Transfer,Mendezside,Purchase,June,Reversed
ashley84,GB22ESXZ31201850234428,saphiro,4237884367563115,2025-06-13 11:21:55,BlueStone,Clothing,85942.02,INR,Credit Card,North Justin,Withdrawal,August,Pending
wongmichael,GB52EGQM81402495387068,rupay,4858208674066,2025-04-09 03:17:22,BigBasket,Travel,80997.88,INR,Credit Card,Port Stacey,Refund,January,Approved
llynch,GB79SFVE37547368494326,VISA,4756260231206066127,2025-05-01 08:56:31,FirstCry,Health,84323.93,INR,Debit Card,West Jasmine,Purchase,November,Pending
